61,29,32,38,39,"2015-02-07 20:52:46",0
62,18,32,37,40,"2015-02-07 20:52:46",0
63,19,32,37,39,"2015-02-07 20:53:23",1
64,30,32,38,40,"2015-02-07 20:53:44",1
65,25,32,38,39,"2015-02-07 20:54:03",0
66,28,32,37,40,"2015-02-07 20:57:39",0
67,18,32,38,39,"2015-02-07 20:58:16",0
68,22,32,38,39,"2015-02-07 20:59:51",0
69,22,32,38,39,"2015-02-07 21:00:58",1
70,18,32,38,39,"2015-02-07 21:01:53",0
71,22,32,38,40,"2015-02-07 21:02:03",1
72,29,32,37,40,"2015-02-07 21:02:47",0
73,19,32,37,40,"2015-02-07 21:05:03",0
74,20,32,37,40,"2015-02-07 21:09:45",0
75,25,32,37,39,"2015-02-07 21:11:26",0
76,25,32,37,40,"2015-02-07 21:14:06",1
77,30,32,37,39,"2015-02-07 21:16:17",0
78,19,32,38,39,"2015-02-07 21:19:34",0
79,26,32,37,40,"2015-02-07 21:19:37",0
80,22,32,38,40,"2015-02-07 21:22:00",0
81,30,32,37,40,"2015-02-07 21:25:04",0
82,25,32,38,39,"2015-02-07 21:25:50",0
83,18,34,38,39,"2015-02-07 21:30:20",0
84,20,32,37,40,"2015-02-07 21:30:58",1
85,25,32,38,39,"2015-02-07 21:31:31",1
86,16,31,37,40,"2015-02-07 21:33:00",1
87,12,31,38,39,"2015-02-07 21:36:30",0
88,18,32,37,40,"2015-02-07 21:38:31",0
89,22,32,37,40,"2015-02-07 21:39:46",0
90,18,32,37,40,"2015-02-07 21:41:22",0
91,22,32,37,40,"2015-02-07 21:41:28",1
92,20,33,38,39,"2015-02-07 21:44:13",0
93,16,31,38,39,"2015-02-07 21:44:41",1
94,22,32,38,39,"2015-02-07 21:44:53",1
95,30,32,37,40,"2015-02-07 21:49:13",0
96,16,31,38,39,"2015-02-07 21:50:38",0
97,28,32,37,40,"2015-02-07 21:50:39",0
98,30,32,37,40,"2015-02-07 21:51:43",0
99,18,32,38,39,"2015-02-07 21:52:52",0
100,19,33,37,40,"2015-02-07 21:52:55",0
101,29,32,37,40,"2015-02-07 21:54:52",0
102,30,33,38,39,"2015-02-07 21:55:42",0
103,26,32,38,39,"2015-02-07 21:56:15",0
104,20,32,37,40,"2015-02-07 21:58:35",0
105,30,32,38,39,"2015-02-07 21:58:39",1
106,24,33,38,39,"2015-02-07 21:58:45",0
107,18,34,38,39,"2015-02-07 21:58:48",0
108,22,32,38,39,"2015-02-07 21:59:15",0
109,24,33,38,39,"2015-02-07 21:59:17",0
110,18,34,37,39,"2015-02-07 21:59:21",0
111,14,31,38,39,"2015-02-07 22:01:35",0
112,20,32,38,39,"2015-02-07 22:02:33",0
113,5,31,38,39,"2015-02-07 22:02:38",0
114,20,32,38,39,"2015-02-07 22:03:44",0
115,18,34,38,41,"2015-02-07 22:06:01",1
116,23,32,37,40,"2015-02-07 22:06:13",0
117,24,32,38,39,"2015-02-07 22:06:35",0
118,25,32,38,39,"2015-02-07 22:09:30",0
119,22,34,37,39,"2015-02-07 22:10:15",0
120,25,32,37,40,"2015-02-07 22:10:23",0
121,17,31,38,40,"2015-02-07 22:11:48",0
122,22,33,37,40,"2015-02-07 22:12:14",0
123,19,32,38,39,"2015-02-07 22:13:35",0
124,23,32,37,39,"2015-02-07 22:18:30",0
125,11,31,38,39,"2015-02-07 22:21:34",0
126,26,33,38,39,"2015-02-07 22:21:42",1
127,30,33,38,39,"2015-02-07 22:25:34",0
128,21,33,38,39,"2015-02-07 22:25:47",0
129,21,33,38,39,"2015-02-07 22:26:24",0
130,18,34,38,39,"2015-02-07 22:26:58",0
131,18,34,38,39,"2015-02-07 22:28:05",0
132,25,34,38,39,"2015-02-07 22:29:42",0
133,18,33,38,39,"2015-02-07 22:29:43",0
134,22,32,37,41,"2015-02-07 22:32:31",1
135,18,34,38,39,"2015-02-07 22:35:55",0
136,19,33,38,39,"2015-02-07 22:43:29",0
137,25,33,37,40,"2015-02-07 22:44:04",0
138,18,34,37,40,"2015-02-07 22:46:10",0
139,22,32,38,41,"2015-02-07 22:48:14",0
140,18,34,38,39,"2015-02-07 22:49:10",0
141,30,32,38,39,"2015-02-07 22:50:56",0
142,26,32,38,39,"2015-02-07 22:51:38",0
143,21,32,37,40,"2015-02-07 22:53:47",0
144,19,33,37,41,"2015-02-07 22:55:56",0
145,25,35,37,39,"2015-02-07 23:01:36",0
146,14,31,38,39,"2015-02-07 23:05:04",0
147,25,32,37,40,"2015-02-07 23:08:10",0
148,25,32,37,40,"2015-02-07 23:08:11",0
149,18,33,38,39,"2015-02-07 23:13:11",1
150,18,32,38,39,"2015-02-07 23:13:23",0
151,30,34,37,40,"2015-02-07 23:13:37",0
152,29,33,37,40,"2015-02-07 23:13:39",0
153,29,34,37,40,"2015-02-07 23:13:43",0
154,22,33,37,40,"2015-02-07 23:14:07",1
155,26,34,38,39,"2015-02-07 23:14:18",0
156,22,32,37,40,"2015-02-07 23:14:37",0
157,28,32,38,39,"2015-02-07 23:14:46",0
158,24,34,38,41,"2015-02-07 23:14:54",0
159,17,31,38,40,"2015-02-07 23:14:55",0
160,17,31,37,40,"2015-02-07 23:15:20",0
161,29,33,38,39,"2015-02-07 23:15:22",0
162,12,31,38,39,"2015-02-07 23:15:38",0
163,26,34,38,39,"2015-02-07 23:15:39",0
164,26,33,38,39,"2015-02-07 23:16:06",0
165,17,31,37,40,"2015-02-07 23:16:10",0
166,18,36,38,39,"2015-02-07 23:16:16",0
167,23,34,37,40,"2015-02-07 23:16:29",0
168,18,32,37,40,"2015-02-07 23:16:31",0
169,30,33,37,40,"2015-02-07 23:16:50",0
170,26,34,37,40,"2015-02-07 23:16:51",0
171,30,34,38,41,"2015-02-07 23:16:52",0
172,17,31,37,40,"2015-02-07 23:17:11",0
173,18,33,38,39,"2015-02-07 23:17:21",0
174,17,31,38,39,"2015-02-07 23:17:29",0
175,18,33,37,40,"2015-02-07 23:17:32",0
176,22,33,38,39,"2015-02-07 23:17:36",0
177,20,34,38,39,"2015-02-07 23:17:39",0
178,21,32,38,39,"2015-02-07 23:17:45",0
179,28,34,38,39,"2015-02-07 23:17:54",0
180,18,33,37,41,"2015-02-07 23:18:00",0
181,28,34,38,39,"2015-02-07 23:18:18",0
182,23,32,38,39,"2015-02-07 23:19:02",0
183,18,32,38,39,"2015-02-07 23:20:15",0
184,27,35,38,41,"2015-02-07 23:20:47",0
185,29,32,37,41,"2015-02-07 23:20:54",1
186,20,32,37,39,"2015-02-07 23:21:23",0
187,25,33,37,40,"2015-02-07 23:21:33",0
188,18,33,37,40,"2015-02-07 23:21:48",0
189,26,32,37,40,"2015-02-07 23:22:19",0
190,20,33,37,39,"2015-02-07 23:23:14",0
191,30,33,37,40,"2015-02-07 23:23:18",0
192,13,31,37,40,"2015-02-07 23:23:44",0
193,29,34,38,39,"2015-02-07 23:23:58",0
194,24,33,37,40,"2015-02-07 23:24:04",0
195,28,33,38,39,"2015-02-07 23:24:14",0
196,22,33,38,39,"2015-02-07 23:24:20",0
197,19,33,37,40,"2015-02-07 23:24:45",0
198,23,33,38,39,"2015-02-07 23:24:49",0
199,29,32,38,39,"2015-02-07 23:26:18",0
200,29,32,38,39,"2015-02-07 23:26:21",0
201,16,31,38,39,"2015-02-07 23:26:43",0
202,25,33,38,39,"2015-02-07 23:26:47",0
203,30,32,37,39,"2015-02-07 23:27:01",0
204,16,31,37,40,"2015-02-07 23:27:26",0
205,24,33,38,39,"2015-02-07 23:27:37",0
206,29,34,37,39,"2015-02-07 23:28:01",0
207,22,32,38,39,"2015-02-07 23:28:50",1
208,3,31,38,39,"2015-02-07 23:29:12",0
209,17,31,37,40,"2015-02-07 23:29:43",0
210,22,33,37,40,"2015-02-07 23:30:15",0
211,26,34,38,39,"2015-02-07 23:30:20",0
212,3,31,38,39,"2015-02-07 23:30:29",0
213,23,32,38,39,"2015-02-07 23:30:41",0
214,20,32,38,39,"2015-02-07 23:30:54",0
215,20,33,38,39,"2015-02-07 23:30:55",0
216,3,31,38,39,"2015-02-07 23:31:22",0
217,22,34,37,40,"2015-02-07 23:31:34",0
218,17,31,37,40,"2015-02-07 23:32:30",0
219,22,32,38,39,"2015-02-07 23:32:56",0
220,20,32,37,40,"2015-02-07 23:34:54",0
221,27,35,37,40,"2015-02-07 23:35:40",0
222,22,33,37,39,"2015-02-07 23:36:23",0
223,25,33,38,39,"2015-02-07 23:37:25",0
224,29,32,38,39,"2015-02-07 23:37:52",0
225,22,33,37,40,"2015-02-07 23:38:01",0
226,25,34,37,40,"2015-02-07 23:38:03",0
227,17,31,38,39,"2015-02-07 23:38:17",0
228,18,34,37,40,"2015-02-07 23:38:21",0
229,22,33,38,40,"2015-02-07 23:39:16",1
230,22,33,38,39,"2015-02-07 23:39:31",0
231,23,32,38,39,"2015-02-07 23:40:21",0
232,18,32,38,39,"2015-02-07 23:40:37",0
233,22,33,38,39,"2015-02-07 23:40:48",1
234,23,33,37,40,"2015-02-07 23:40:49",0
235,28,34,38,39,"2015-02-07 23:41:35",0
236,23,33,37,40,"2015-02-07 23:41:57",0
237,25,33,37,40,"2015-02-07 23:42:08",0
238,17,31,38,39,"2015-02-07 23:42:09",0
239,25,34,37,40,"2015-02-07 23:42:49",0
240,25,33,38,39,"2015-02-07 23:43:21",0
241,17,31,37,40,"2015-02-07 23:43:23",0
242,20,33,38,40,"2015-02-07 23:44:17",1
243,30,33,37,40,"2015-02-07 23:44:50",1
244,20,32,37,40,"2015-02-07 23:45:16",0
245,23,32,38,39,"2015-02-07 23:45:17",0
246,17,31,37,40,"2015-02-07 23:46:03",0
247,18,33,38,39,"2015-02-07 23:46:34",0
248,16,31,37,40,"2015-02-07 23:46:53",0
249,3,31,37,40,"2015-02-07 23:47:07",0
250,29,33,37,40,"2015-02-07 23:47:14",0
251,21,32,38,39,"2015-02-07 23:47:21",0
252,22,33,38,39,"2015-02-07 23:47:37",0
253,17,31,38,39,"2015-02-07 23:47:54",0
254,21,32,37,39,"2015-02-07 23:48:02",0
255,27,31,38,39,"2015-02-07 23:48:14",0
256,17,31,38,39,"2015-02-07 23:48:29",0
257,16,31,38,39,"2015-02-07 23:48:48",0
258,16,31,37,40,"2015-02-07 23:49:04",0
259,22,32,37,40,"2015-02-07 23:49:43",0
260,23,32,37,40,"2015-02-07 23:49:46",0
261,29,33,37,40,"2015-02-07 23:50:35",0
262,25,32,37,39,"2015-02-07 23:50:45",0
263,17,31,37,40,"2015-02-07 23:50:53",0
264,19,33,37,40,"2015-02-07 23:51:12",0
265,18,34,37,40,"2015-02-07 23:51:14",0
266,16,31,38,39,"2015-02-07 23:51:20",0
267,22,32,37,40,"2015-02-07 23:51:28",0
268,19,33,37,40,"2015-02-07 23:51:41",0
269,16,31,38,39,"2015-02-07 23:51:51",0
270,22,34,38,39,"2015-02-07 23:52:05",0
271,22,34,38,39,"2015-02-07 23:52:16",0
272,18,32,38,39,"2015-02-07 23:52:26",0
273,15,31,38,39,"2015-02-07 23:52:47",0
274,21,32,37,40,"2015-02-07 23:53:58",1
275,22,32,38,39,"2015-02-07 23:54:46",0
276,17,31,37,40,"2015-02-07 23:55:03",0
277,28,34,38,39,"2015-02-07 23:55:09",0
278,22,34,38,39,"2015-02-07 23:55:26",0
279,26,33,37,40,"2015-02-07 23:55:33",0
280,22,32,37,40,"2015-02-07 23:56:21",0
281,29,33,38,39,"2015-02-07 23:56:22",0
282,17,31,37,40,"2015-02-07 23:56:34",0
283,18,32,37,40,"2015-02-07 23:56:37",1
284,27,31,38,39,"2015-02-07 23:56:42",0
285,23,34,37,40,"2015-02-07 23:57:03",0
286,29,34,38,39,"2015-02-07 23:57:22",0
287,21,32,38,39,"2015-02-07 23:57:22",1
288,27,32,38,39,"2015-02-07 23:57:37",0
289,22,33,38,40,"2015-02-07 23:57:47",0
290,19,33,37,40,"2015-02-07 23:57:49",0
291,26,33,37,40,"2015-02-07 23:57:56",0
292,20,32,38,39,"2015-02-07 23:57:56",1
293,17,31,38,39,"2015-02-07 23:58:00",0
294,25,33,37,39,"2015-02-07 23:58:25",0
295,28,33,38,39,"2015-02-07 23:58:47",0
296,26,33,37,40,"2015-02-08 00:00:12",0
297,17,31,37,40,"2015-02-08 00:01:56",0
298,26,33,37,40,"2015-02-08 00:02:11",0
299,30,32,37,39,"2015-02-08 00:02:24",0
300,26,33,37,40,"2015-02-08 00:03:28",0
301,4,31,38,39,"2015-02-08 00:03:31",0
302,26,33,38,39,"2015-02-08 00:03:50",0
303,30,32,38,39,"2015-02-08 00:03:50",0
304,23,33,37,40,"2015-02-08 00:03:51",0
305,19,33,38,39,"2015-02-08 00:04:09",1
306,11,31,37,40,"2015-02-08 00:04:14",0
307,22,33,37,39,"2015-02-08 00:04:15",0
308,28,32,38,41,"2015-02-08 00:04:31",0
309,28,33,38,39,"2015-02-08 00:04:33",0
310,3,31,38,39,"2015-02-08 00:04:56",0
311,18,34,37,40,"2015-02-08 00:05:02",0
312,6,31,38,39,"2015-02-08 00:05:57",0
313,20,33,38,39,"2015-02-08 00:06:01",0
314,24,33,38,39,"2015-02-08 00:06:14",0
315,17,31,37,40,"2015-02-08 00:06:20",0
316,3,31,38,39,"2015-02-08 00:06:21",0
317,26,33,37,40,"2015-02-08 00:06:47",0
318,17,31,38,41,"2015-02-08 00:06:47",0
319,22,32,38,39,"2015-02-08 00:07:46",0
320,22,34,38,39,"2015-02-08 00:07:56",0
321,24,34,38,39,"2015-02-08 00:07:59",0
322,6,31,38,39,"2015-02-08 00:08:15",0
323,19,32,37,40,"2015-02-08 00:08:40",0
324,24,34,38,39,"2015-02-08 00:08:44",0
325,22,33,38,39,"2015-02-08 00:08:47",0
326,29,34,38,40,"2015-02-08 00:08:49",0
327,22,34,38,39,"2015-02-08 00:09:02",0
328,28,32,38,39,"2015-02-08 00:09:22",0
329,29,34,38,41,"2015-02-08 00:09:36",0
330,22,34,38,39,"2015-02-08 00:09:48",0
331,26,34,37,40,"2015-02-08 00:10:13",0
332,18,33,38,39,"2015-02-08 00:11:06",0
333,27,36,37,40,"2015-02-08 00:11:51",0
334,12,31,38,39,"2015-02-08 00:12:15",0
335,22,32,37,40,"2015-02-08 00:12:40",0
336,24,33,37,39,"2015-02-08 00:13:01",0
337,17,31,37,40,"2015-02-08 00:13:10",0
338,25,34,38,39,"2015-02-08 00:13:42",0
339,3,31,38,39,"2015-02-08 00:13:49",0
340,28,34,38,39,"2015-02-08 00:13:59",0
341,28,33,38,39,"2015-02-08 00:14:09",0
342,19,32,37,40,"2015-02-08 00:14:42",0
343,21,33,37,40,"2015-02-08 00:14:48",0
344,18,32,38,39,"2015-02-08 00:15:40",0
345,20,34,38,40,"2015-02-08 00:15:44",0
346,23,32,38,39,"2015-02-08 00:15:45",0
347,30,33,37,40,"2015-02-08 00:15:59",0
348,29,32,38,39,"2015-02-08 00:16:24",0
349,22,33,37,40,"2015-02-08 00:16:40",0
350,18,33,37,41,"2015-02-08 00:16:44",0
351,19,33,37,40,"2015-02-08 00:16:53",0
352,29,32,38,39,"2015-02-08 00:17:02",0
353,21,32,37,40,"2015-02-08 00:17:16",0
354,10,31,38,39,"2015-02-08 00:17:35",0
355,28,34,38,39,"2015-02-08 00:17:44",1
356,22,32,37,40,"2015-02-08 00:19:10",0
357,18,33,37,39,"2015-02-08 00:21:51",0
358,20,34,37,40,"2015-02-08 00:22:26",0
359,28,32,38,39,"2015-02-08 00:22:30",1
360,21,32,38,39,"2015-02-08 00:22:35",0
361,30,34,38,39,"2015-02-08 00:23:16",0
362,22,32,38,39,"2015-02-08 00:23:19",1
363,18,33,37,40,"2015-02-08 00:24:11",0
364,24,32,37,40,"2015-02-08 00:24:29",0
365,25,34,38,39,"2015-02-08 00:25:41",0
366,17,31,38,39,"2015-02-08 00:25:45",0
367,26,34,37,40,"2015-02-08 00:26:05",0
368,18,33,37,40,"2015-02-08 00:26:07",0
369,21,33,38,39,"2015-02-08 00:26:30",0
370,18,33,38,39,"2015-02-08 00:26:37",0
371,21,32,37,40,"2015-02-08 00:26:45",0
372,30,33,38,39,"2015-02-08 00:26:52",0
373,25,32,38,39,"2015-02-08 00:27:04",0
374,22,33,38,41,"2015-02-08 00:27:25",1
375,30,33,38,39,"2015-02-08 00:27:25",0
376,29,34,38,39,"2015-02-08 00:27:42",0
377,21,34,38,39,"2015-02-08 00:27:45",0
378,13,31,38,39,"2015-02-08 00:27:52",0
379,22,32,37,40,"2015-02-08 00:27:55",0
380,20,32,38,39,"2015-02-08 00:29:32",0
381,20,32,37,40,"2015-02-08 00:29:33",0
382,22,32,38,39,"2015-02-08 00:29:41",0
383,29,34,38,39,"2015-02-08 00:29:42",0
384,20,33,38,39,"2015-02-08 00:29:45",0
385,22,33,38,39,"2015-02-08 00:30:44",0
386,20,34,38,39,"2015-02-08 00:30:54",0
387,18,34,38,39,"2015-02-08 00:31:04",0
388,30,33,37,40,"2015-02-08 00:31:13",0
389,18,34,38,39,"2015-02-08 00:31:20",0
390,22,33,38,39,"2015-02-08 00:31:20",0
391,10,31,38,39,"2015-02-08 00:31:41",0
392,2,31,37,40,"2015-02-08 00:31:51",0
393,18,32,38,39,"2015-02-08 00:32:17",0
394,28,34,37,40,"2015-02-08 00:32:38",0
395,18,34,38,39,"2015-02-08 00:33:05",0
396,22,34,38,39,"2015-02-08 00:33:48",1
397,22,32,38,39,"2015-02-08 00:34:28",0
398,18,32,38,39,"2015-02-08 00:34:50",0
399,22,33,38,39,"2015-02-08 00:35:07",1
400,29,32,38,39,"2015-02-08 00:36:25",1
401,18,32,37,40,"2015-02-08 00:36:31",0
402,21,34,38,39,"2015-02-08 00:36:51",0
403,18,32,38,39,"2015-02-08 00:37:02",0
404,18,32,38,39,"2015-02-08 00:37:12",0
405,28,33,38,39,"2015-02-08 00:37:18",0
406,3,31,37,40,"2015-02-08 00:37:56",0
407,29,33,37,40,"2015-02-08 00:37:56",0
408,29,32,38,39,"2015-02-08 00:38:05",0
409,21,33,38,41,"2015-02-08 00:38:55",0
410,10,31,38,39,"2015-02-08 00:40:14",0
411,20,34,37,40,"2015-02-08 00:40:19",0
412,29,32,38,39,"2015-02-08 00:40:28",0
413,20,34,38,39,"2015-02-08 00:40:38",0
414,22,32,38,39,"2015-02-08 00:41:04",0
415,29,33,38,39,"2015-02-08 00:41:27",0
416,18,32,37,40,"2015-02-08 00:42:21",0
417,22,34,37,40,"2015-02-08 00:44:30",1
418,19,32,38,39,"2015-02-08 00:44:36",0
419,22,34,38,39,"2015-02-08 00:44:42",0
420,2,31,38,39,"2015-02-08 00:44:44",0
421,30,34,37,40,"2015-02-08 00:45:16",0
422,20,34,37,40,"2015-02-08 00:45:19",0
423,26,34,37,40,"2015-02-08 00:45:34",0
424,20,34,38,39,"2015-02-08 00:46:09",0
425,18,33,37,39,"2015-02-08 00:46:31",0
426,8,31,37,40,"2015-02-08 00:46:37",0
427,20,34,38,39,"2015-02-08 00:46:52",0
428,28,34,37,40,"2015-02-08 00:46:59",0
429,30,34,37,40,"2015-02-08 00:47:48",0
430,20,34,37,40,"2015-02-08 00:48:24",0
431,21,32,38,39,"2015-02-08 00:48:28",0
432,21,32,38,39,"2015-02-08 00:48:30",0
433,20,33,38,39,"2015-02-08 00:49:06",0
434,24,32,38,39,"2015-02-08 00:49:08",0
435,30,34,37,40,"2015-02-08 00:49:16",0
436,17,31,38,39,"2015-02-08 00:49:33",0
437,28,34,37,40,"2015-02-08 00:49:50",0
438,17,31,38,39,"2015-02-08 00:49:56",0
439,20,33,38,39,"2015-02-08 00:49:57",0
440,28,33,38,39,"2015-02-08 00:50:08",1
441,16,31,38,39,"2015-02-08 00:50:31",0
442,18,33,38,39,"2015-02-08 00:50:58",0
443,23,33,38,39,"2015-02-08 00:51:01",1
444,29,32,38,39,"2015-02-08 00:51:05",0
445,23,32,37,40,"2015-02-08 00:51:18",0
446,19,33,37,40,"2015-02-08 00:51:21",1
447,25,33,38,39,"2015-02-08 00:51:24",0
448,15,31,38,39,"2015-02-08 00:51:32",0
449,23,33,38,39,"2015-02-08 00:51:55",0
450,20,32,37,40,"2015-02-08 00:53:07",0
451,15,31,38,39,"2015-02-08 00:53:50",0
452,22,34,37,40,"2015-02-08 00:53:58",0
453,28,33,37,40,"2015-02-08 00:54:12",1
454,22,33,38,39,"2015-02-08 00:54:17",0
455,16,31,37,41,"2015-02-08 00:54:28",0
456,30,32,38,39,"2015-02-08 00:54:33",0
457,18,34,38,39,"2015-02-08 00:55:33",1
458,8,31,37,40,"2015-02-08 00:55:34",0
459,12,31,38,39,"2015-02-08 00:55:46",0
460,22,34,38,39,"2015-02-08 00:55:54",0
461,20,33,37,40,"2015-02-08 00:56:19",0
462,29,33,38,39,"2015-02-08 00:56:41",0
463,24,33,37,40,"2015-02-08 00:56:41",1
464,15,31,38,39,"2015-02-08 00:56:56",0
465,20,33,38,39,"2015-02-08 00:57:03",0
466,21,32,38,39,"2015-02-08 00:57:55",0
467,23,33,38,41,"2015-02-08 00:57:56",0
468,8,31,37,40,"2015-02-08 00:58:01",1
469,23,32,38,39,"2015-02-08 00:58:10",0
470,18,33,38,39,"2015-02-08 00:58:22",1
471,17,31,38,39,"2015-02-08 00:58:27",0
472,29,32,38,39,"2015-02-08 00:58:48",0
473,23,33,38,39,"2015-02-08 00:58:49",1
474,23,34,38,39,"2015-02-08 00:59:23",0
475,29,33,38,39,"2015-02-08 01:00:33",0
476,22,33,37,40,"2015-02-08 01:00:45",0
477,18,34,38,39,"2015-02-08 01:00:52",0
478,20,34,38,39,"2015-02-08 01:01:12",0
479,21,32,38,41,"2015-02-08 01:01:18",1
480,25,33,38,39,"2015-02-08 01:01:34",0
481,25,32,38,39,"2015-02-08 01:01:34",0
482,16,31,37,40,"2015-02-08 01:01:43",0
483,11,31,37,40,"2015-02-08 01:01:46",0
484,29,32,37,40,"2015-02-08 01:02:10",0
485,17,31,37,39,"2015-02-08 01:02:17",0
486,18,33,38,39,"2015-02-08 01:02:31",0
487,7,31,38,39,"2015-02-08 01:02:39",0
488,7,31,38,39,"2015-02-08 01:02:45",0
489,30,32,38,41,"2015-02-08 01:03:31",0
490,16,31,37,40,"2015-02-08 01:03:38",0
491,2,31,38,39,"2015-02-08 01:04:21",0
492,7,31,37,40,"2015-02-08 01:04:24",0
493,15,31,37,40,"2015-02-08 01:04:42",0
494,17,31,37,40,"2015-02-08 01:04:51",0
495,18,32,37,39,"2015-02-08 01:05:34",0
496,15,31,37,40,"2015-02-08 01:05:55",0
497,21,32,37,40,"2015-02-08 01:06:31",0
498,17,31,38,39,"2015-02-08 01:06:35",0
499,2,31,37,39,"2015-02-08 01:06:36",0
500,10,31,38,39,"2015-02-08 01:06:37",0
501,23,32,38,39,"2015-02-08 01:06:38",1
502,26,33,38,39,"2015-02-08 01:06:41",1
503,19,34,37,40,"2015-02-08 01:06:43",0
504,18,33,38,39,"2015-02-08 01:06:53",0
505,25,33,38,39,"2015-02-08 01:06:56",0
506,15,31,37,40,"2015-02-08 01:07:01",0
507,16,31,37,40,"2015-02-08 01:07:25",0
508,20,32,37,40,"2015-02-08 01:07:29",0
509,20,33,38,39,"2015-02-08 01:07:47",1
510,12,31,37,40,"2015-02-08 01:07:51",0
511,2,31,37,40,"2015-02-08 01:08:01",0
512,22,34,38,39,"2015-02-08 01:08:15",0
513,11,31,37,40,"2015-02-08 01:08:38",0
514,20,32,38,39,"2015-02-08 01:08:47",0
515,29,34,37,40,"2015-02-08 01:09:38",0
516,16,31,38,39,"2015-02-08 01:10:01",0
517,30,33,37,40,"2015-02-08 01:10:02",0
518,20,32,37,40,"2015-02-08 01:10:09",0
519,29,32,37,40,"2015-02-08 01:10:16",0
520,19,34,38,39,"2015-02-08 01:10:25",0
521,28,33,38,39,"2015-02-08 01:10:29",0
522,6,31,38,39,"2015-02-08 01:10:40",0
523,13,31,38,39,"2015-02-08 01:10:52",0
524,30,33,38,39,"2015-02-08 01:10:58",1
525,16,31,37,40,"2015-02-08 01:11:03",0
526,16,31,37,40,"2015-02-08 01:11:12",0
527,24,32,38,39,"2015-02-08 01:11:34",0
528,10,31,37,40,"2015-02-08 01:12:07",0
529,22,33,38,39,"2015-02-08 01:12:57",0
530,11,31,37,40,"2015-02-08 01:12:59",0
531,20,32,37,40,"2015-02-08 01:13:34",0
532,22,34,37,40,"2015-02-08 01:13:47",0
533,21,34,37,40,"2015-02-08 01:14:24",0
534,14,31,37,40,"2015-02-08 01:14:47",0
535,23,33,37,40,"2015-02-08 01:14:49",0
536,24,32,37,41,"2015-02-08 01:15:43",0
537,17,31,37,40,"2015-02-08 01:15:52",0
538,23,34,37,39,"2015-02-08 01:15:56",0
